date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:07:16	159817/159817	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Aug%202026%2013:07:15%20GMT	https://www.aardvarkbookclub.com/	C:/laragon/www/clone/www.aardvarkbookclub.com/index.html	(from )
20:07:17	112287/112287	---MCZ	200	added ('OK')	text/css	etag:W/%220400c3a19c96d7e67652df457fe77ec9%22	https://cdn.prod.website-files.com/696173cb00865d1b386e4af8/css/aardvark-book-club.webflow.shared.dda91abc7.min.css	C:/laragon/www/clone/cdn.prod.website-files.com/696173cb00865d1b386e4af8/css/aardvark-book-club.webflow.shared.dda91abc7.min.css	(from https://www.aardvarkbookclub.com/)
20:07:17	1084/1084	---M--	200	added ('OK')	image/png	etag:%22ecd131f115fea8ea55806ab5448ef327%22	https://cdn.prod.website-files.com/696173cb00865d1b386e4af8/6964eed88dbc1c6e91f97892_aardvark-favicon-small.png	C:/laragon/www/clone/cdn.prod.website-files.com/696173cb00865d1b386e4af8/6964eed88dbc1c6e91f97892_aardvark-favicon-small.png	(from https://www.aardvarkbookclub.com/)
20:07:17	9588/9588	---M--	200	added ('OK')	image/png	etag:%22f8211319b803f44f9b4984326f5f202f%22	https://cdn.prod.website-files.com/696173cb00865d1b386e4af8/6964eeda1d51babc091ae6e7_aardvark-favicon-big.png	C:/laragon/www/clone/cdn.prod.website-files.com/696173cb00865d1b386e4af8/6964eeda1d51babc091ae6e7_aardvark-favicon-big.png	(from https://www.aardvarkbookclub.com/)
20:07:19	61042/61042	---MCZ	200	added ('OK')	text/css	etag:W/%2260a0792a1d4f3482608a52b8c36229ca%22	https://slater.app/18601/54934.css	C:/laragon/www/clone/slater.app/18601/54934.css	(from https://www.aardvarkbookclub.com/)
20:07:20	381/381	---MCZ	200	added ('OK')	text/css	etag:W/%2217d-4f0/pL8G9bQf2nKlYf0KP0JdoP4%22	https://cdn.jsdelivr.net/npm/lenis@1.3.17/dist/lenis.css	C:/laragon/www/clone/cdn.jsdelivr.net/npm/lenis@1.3.17/dist/lenis.css	(from https://www.aardvarkbookclub.com/)
20:07:20	9387/9387	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2239144f093c63e8e5f00dd1cc3428fc25%22	https://cdn.prod.website-files.com/696173cb00865d1b386e4af8/696179694070e2fa9eca375f_logo.svg	C:/laragon/www/clone/cdn.prod.website-files.com/696173cb00865d1b386e4af8/696179694070e2fa9eca375f_logo.svg	(from https://www.aardvarkbookclub.com/)
20:07:20	418421/418421	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Aug%202026%2010:17:28%20GMT	https://www.aardvarkbookclub.com/allbooks	C:/laragon/www/clone/www.aardvarkbookclub.com/allbooks.html	(from https://www.aardvarkbookclub.com/)
20:07:20	98545/98545	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Aug%202026%2003:37:47%20GMT	https://www.aardvarkbookclub.com/gifting	C:/laragon/www/clone/www.aardvarkbookclub.com/gifting.html	(from https://www.aardvarkbookclub.com/)
20:07:20	108059/108059	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Aug%202026%2005:38:15%20GMT	https://www.aardvarkbookclub.com/faq	C:/laragon/www/clone/www.aardvarkbookclub.com/faq.html	(from https://www.aardvarkbookclub.com/)
